place	lemma_andersen	explanation	year	years	volumes	work	page	occurrences	references	confidence	evidence	geo_id
Großenhain	Grosenhain	Großenhain; se kort.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	171	1	v14:171 (1831)	high	se-kort	geo-2916630
Grund	Grund	(tysk) dal.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	150	1	v14:150 (1831)	high	head-noun+place-type	
Halle	Halle	se kort.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	131	1	v14:131 (1831)	high	in-register+se-kort	geo-2911522
Hamborg	Hamborg	se kort.	1842	1842	14	En Digters Bazar	221	2	v14:221 (1842); v14:576 (1842)	high	se-kort	
Hannoveransk	Hannoveransk (Side)	dvs. sydvestlig el. niedersachsisk; se kort.	1842	1842	14	En Digters Bazar	224	1	v14:224 (1842)	high	se-kort	
Harburg	Haarburg	Harburg; se kort.	1842	1842	14	En Digters Bazar	230	1	v14:230 (1842)	high	se-kort	geo-2910685
Hartzgerode	Hartzgerode	se kort.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	125	1	v14:125 (1831)	high	se-kort	
Heine’s Reisebilleder … Hjertetyv	Heine’s Reisebilleder … Hjertetyv	der hentydes til »Die Harzreise«, der efter at have været trykt i Der Gesellschafter oder Blätter für Herz und Geist, januar/februar 1825, blev optaget i bd. 1 af Reisebilder, 1826. I afsnittet om Goslar fortæller Heine, hvordan han stjal blomster fra et vindue, hvor han havde set en smuk, ung pige, og hvordan han senere så hende igen og endte med også at stjæle et kys.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	96	1	v14:96 (1831)	medium	located	
Hendrik Løves Kobberløve	Hendrik Løves Kobberløve	Heinrich der Löwe rejste i 1166 Löwendenkmal (Löwe-mindesmærke) ved borgen i Braunschweig, der stammer fra 1100-tallet.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	86	1	v14:86 (1831)	medium	located+place-type	
Herat	Herat	oaseby, da under Persien og siden indlemmet i Afghanistan. ¶ oaseby i Persien (Iran), siden indlemmet i Afghanistan.	1842	1842	14	En Digters Bazar	351	2	v14:351 (1842); v14:392 (1842)	high	head-noun+place-type+located	
Herodes Atticus-teatret	Herodes-Theater	Herodes Atticus-teatret, amfiteater hugget ud i klippen på Akropolis sydskråning; opført under den romerske konsul Herodes Atticus (101-177) mellem 161 og 174.	1842	1842	14	En Digters Bazar	390	1	v14:390 (1842)	medium	located+place-type	
Herrnskretschen	Hirniskretschen	Herrnskretschen; se kort.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	163	1	v14:163 (1831)	high	se-kort	
Hexenbrunnen	Hexebrønden	Hexenbrunnen; en kilde på Brocken.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	110	1	v14:110 (1831)	high	head-noun+located+place-type	
Hexescenen i Macbeth	Hexescenen i Macbeth	hentydning til de tre hekse i åbningsscenen i William Shakespeares tragedie Macbeth, 1606. Oversat til dansk af Niels Rosenfeldt (1761-1804) med samme titel og trykt i William Shakspears Skuespil, oversatte paa Dansk efter de Engelske Originaler, bd. 1, 1790. Oversat på ny i 1816 af Peter Thun Foersom (1777-1817) som Macbeth. Tragedie i 5 Acter og opført på Det Kongelige Teater 15. november 1817.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	106	1	v14:106 (1831)	medium	located	
Hof	Hof	se kort.	1842	1842	14	En Digters Bazar	237	1	v14:237 (1842)	high	in-register+se-kort	geo-2902768
Hofkirken	Hofkirken	barokkirken St. Kajetan (Theatinerkirche) fra 1688, som var hofkirke og gravsted for den bayeriske adelsslægt Wittelsbach.	1842	1842	14	En Digters Bazar	245	1	v14:245 (1842)	high	head-noun+place-type	
hohen Brücke	hohen Brücke	(tysk) den høje bro.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	80	1	v14:80 (1831)	high	head-noun+place-type	
Hohnstein	Hohnstein	lille bjergby omkring borganlæg fra 1353; se kort.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	158	1	v14:158 (1831)	high	in-register+se-kort+head-noun+place-type	geo-6550820
Hubertsburg	Hubertsburg	tidligere kurfyrsteligt jagtslot i Sachsen. Opførslen blev påbegyndt i 1721.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	140	1	v14:140 (1831)	medium	located+place-type	
Hunderup	Hunderup	landsby i Skt. Knuds landsogn syd for Odense, nu del af byen.	1829	1829	14	Brudstykke af en Udflugt i Sommeren 1829	54	1	v14:54 (1829)	high	head-noun+located+place-type	
Hydra	Hydra	(Idra); se kort.	1842	1842	14	En Digters Bazar	396	1	v14:396 (1842)	high	se-kort	
Hymettos	Hymettos	(Imit(t)os) bjerg øst for Athen; se kort.	1842	1842	14	En Digters Bazar	382	1	v14:382 (1842)	high	se-kort+located+place-type	
Hôtel de Bavière	Hôtel de Bavière	(fransk) Hotel Bayern.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	74	1	v14:74 (1831)	high	in-register	place-000028
Hˇrensko	Hirniskretschen	Hˇrensko, by ved grænsen mellem Tjekkiet og Sachsen; se kort.	1842	1842	14	En Digters Bazar	576	1	v14:576 (1842)	high	se-kort+located+place-type	
Ida-Bjergene	Ida-Bjergene	på Kreta (Psiloritis); se kort.	1842	1842	14	En Digters Bazar	418	1	v14:418 (1842)	high	se-kort	
il corso	il corso	hovedgaden.	1835	1835	14	Søndagsblad. Et æsthetisk Ugeskrift	202	1	v14:202 (1835)	high	head-noun+place-type	
Ilmenau	Elmenau	Ilmenau; se kort. – Børsenhalle: Hamburger Börsenhalle, tysk handelsavis.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	82	1	v14:82 (1831)	high	se-kort	
Ilok	Illok	Ilok; se kort.	1842	1842	14	En Digters Bazar	549	1	v14:549 (1842)	high	se-kort	geo-3199128
Ilsenburg	Ilsenburg	se kort.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	103	1	v14:103 (1831)	high	in-register+se-kort	geo-2896483
Ilsenstein	Ilsenstein	se kort.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	104	1	v14:104 (1831)	high	se-kort	
Incisa	Incisa	Incisa in Val d’Arno; se kort.	1842	1842	14	En Digters Bazar	282	1	v14:282 (1842)	high	se-kort	
Indtog i Nauplion	Indtog i Nauplion	havnebyen Náfplion på sydsiden af Korintherhalvøen i bunden af Argolikós-bugten, hvortil prins Otto ankom i januar 1833.	1842	1842	14	En Digters Bazar	396	1	v14:396 (1842)	high	head-noun+place-type	
Inn	Inn	flod, der udspringer i Schweiz og flyder nordøst over Østrig og ind i Tyskland; se kort.	1842	1842	14	En Digters Bazar	253	1	v14:253 (1842)	high	in-register+se-kort+head-noun+located+place-type	geo-2775280
Innsbruck	Innsbruck	se kort. H.C. Andersen opholdt sig her 3.-4. december 1840.	1842	1842	14	En Digters Bazar	253	1	v14:253 (1842)	high	in-register+se-kort	geo-2775220
Internuntius	Internuntius	da Østrig stadig stod på feltfod mod Tyrkiet, var den østrigske gesandt i Konstantinopel kun internuntius, dvs. gesandt af anden rang.	1842	1842	14	En Digters Bazar	431	1	v14:431 (1842)	medium	located	
Ischia	Ischia	ø i Napolibugten; se kort.	1835	1835	14	Søndagsblad. Et æsthetisk Ugeskrift	199	1	v14:199 (1835)	high	se-kort+head-noun+located+place-type	
Israels Sang ved Babylons Floder	Israels Sang ved Babylons Floder	hentydning til kong Nebukadnezars deportation af indbyggerne i Juda 598 og 587 f.Kr.; jf. Salmernes Bog 137,1f.: »Ved Babylons Floder / sad vi og græd / når vi tænkte på Zion«.	1842	1842	14	En Digters Bazar	396	1	v14:396 (1842)	medium	located	
Izlaz	Ishlas	Izlaz, ca. 10 km fra Donji Milanovac; se kort.	1842	1842	14	En Digters Bazar	535	1	v14:535 (1842)	high	se-kort	
Jena	Jena	by ved floden Saale, 40 km øst for Erfurt i den tyske delstat Thüringen. Jena var i årene omkring år 1800 et åndeligt centrum og hjemsted for den såkaldte Jena-romantik.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	122	1	v14:122 (1831)	high	head-noun+place-type	
Jernbanen fra … Fürth	Jernbanen fra … Fürth	åbnet 1835 som den første i Tyskland; Fürth ligger nu i den vestlige udkant af Nürnberg by.	1842	1842	14	En Digters Bazar	241	1	v14:241 (1842)	medium	located	
Jungfernstieg	Jungfrauenstieg | Jungfernstieg	Jungfernstieg, (tysk) jomfrutrappe; promenade i Hamburg beliggende på sydvest-siden af den kunstige sø Binnen-Alster. Kendt siden 1680. ¶ gade langs bredden af Binnen-Alster.	1831	1831 1842	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	78	2	v14:78 (1831); v14:578 (1842)	high	head-noun+located+place-type+in-register	geo-6944304
Jægersborg Dyrehave	Dyrehaven	Jægersborg Dyrehave, stor park nord for København, der går tilbage til den dyrehave Frederik 3. indrettede 1699 og som efterfølgeren Christian 5. udvidede året efter.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	89	1	v14:89 (1831)	high	head-noun+place-type	
Jüterbog	Jüdeborg	Jüterbog; se kort.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	171	1	v14:171 (1831)	high	se-kort	geo-2894394
Kalandri	Kalandri	se kort.	1842	1842	14	En Digters Bazar	420	1	v14:420 (1842)	high	se-kort	
Kandelli	Kandelli	ved kysten syd for Scutari.	1842	1842	14	En Digters Bazar	491	1	v14:491 (1842)	medium	located+place-type	
Kandiliche	Kandiliche(s)	by på Bosporusstrædets østbred, ca. 30 km nord for Istanbul; se kort.	1842	1842	14	En Digters Bazar	493	1	v14:493 (1842)	high	se-kort+head-noun+located+place-type	
Karlowitz	Karlowitz	nuværende Sremski Karlovci; se kort.	1842	1842	14	En Digters Bazar	548	1	v14:548 (1842)	high	se-kort	
Kastel	Kastel	(mindre) fæstning; ikke identificeret.	1842	1842	14	En Digters Bazar	514	1	v14:514 (1842)	high	head-noun+place-type	
Kathedral-Kirken	Kathedral-Kirken	domkirken er formodentlig grundlagt i 1000-tallet, men er genopbygget i 1300-talet og flere gange siden.	1842	1842	14	En Digters Bazar	357	1	v14:357 (1842)	high	head-noun+place-type	
Kazan	Kazan	flodpas mellem Donji Milanovac og Orsova.	1842	1842	14	En Digters Bazar	536	1	v14:536 (1842)	high	in-register+located	geo-682504
Kefisos	Cephisus	Kefisos, flod på sletten vest og nord for Athen; se kort.	1842	1842	14	En Digters Bazar	399	1	v14:399 (1842)	high	se-kort+located+place-type	
Keiserborgen	Keiserborgen	de romerske kejseres paladsbygninger på Palatinerhøjen, påbegyndt af kejser Augustus, egl. Gajus Julius Caesar Octavian (63 f.Kr.-14 e.Kr., kejser fra 27 f.Kr.).	1842	1842	14	En Digters Bazar	327	1	v14:327 (1842)	medium	located	
Kephissia	Kephissia	landsby, nu forstad til Athen (ca. 4 km fra Marusi).	1842	1842	14	En Digters Bazar	405	1	v14:405 (1842)	high	head-noun+located+place-type	
Kiel	Kiel	se kort.	1842	1842	14	En Digters Bazar	219	1	v14:219 (1842)	high	se-kort	
Kirke under Bygning	Kirke under Bygning	katedralen, bygget 1822-1869 med Peterskirken i Rom som forbillede.	1842	1842	14	En Digters Bazar	560	1	v14:560 (1842)	high	head-noun+place-type	
Kirken	Kirken	domkirken Sankt Veit, bygget i gotisk stil fra 1344 på stedet for en romansk kirke.	1842	1842	14	En Digters Bazar	574	1	v14:574 (1842)	high	head-noun+place-type	
Kizil Adalar	Prindse-Øerne	Kizil Adalar, øgruppe i Marmarahavet nær Istanbul bestående af 9 små øer.	1842	1842	14	En Digters Bazar	475	1	v14:475 (1842)	medium	located+place-type	
Kjæmpehøi … Achilles	Kjæmpehøi … Achilles	på sletten ved Troja findes flere gravhøje, som er blevet dyrket som høje for heltene fra den trojanske krig og især den dygtigste græske kriger, Achilleus.	1842	1842	14	En Digters Bazar	444	1	v14:444 (1842)	medium	located+place-type	
Kladovo	Gladova	Kladovo; se kort.	1842	1842	14	En Digters Bazar	522	1	v14:522 (1842)	high	se-kort	
Kloster Daphne	Kloster Daphne	Dafni-klosteret 10 km nordvest for Athen, grundlagt i 400-tallet, har navn efter de laurbærtræer som voksede i området. Klostret, som er bygget på resterne af en helligdom for Apollon, ødelagt 395, blev i 1500-tallet overtaget af græsk-ortodokse munke fra de cisterciensermunke, som havde beboet klostret siden 1200-tallet. Klosterkirken nævnes første gang 1263.	1842	1842	14	En Digters Bazar	399	1	v14:399 (1842)	medium	located+place-type	
Klosteret Pentelis	Klosteret Pentelis	Pendeli-klostret ca. 12 km fra Athens centrum, beliggende i Pendéli-bjergmassivet mellem Athen og Marathon i en højde på 366 m, det rigeste kloster i Attika, grundlagt 1587.	1842	1842	14	En Digters Bazar	421	1	v14:421 (1842)	medium	located+place-type	
Komárno	Comorn	Komárno; se kort.	1842	1842	14	En Digters Bazar	560	1	v14:560 (1842)	high	se-kort	geo-3059436
Kongens Slot	Kongens Slot	kejserborgen blev bygget i 1100-tallet i sammenhæng med den ældre borggreveborg og ombygget frem til midten af 1500-tallet.	1842	1842	14	En Digters Bazar	239	1	v14:239 (1842)	high	head-noun+place-type	
Korinth	Korinth	se kort.	1842	1842	14	En Digters Bazar	391	1	v14:391 (1842)	high	se-kort	
Kovin	Kubin	Kovin; se kort.	1842	1842	14	En Digters Bazar	543	1	v14:543 (1842)	high	se-kort	geo-789168
Krone … Hellige	Krone … Hellige	den såkaldte Stefanskrone blev ifølge traditionen givet år 1000 til István (Stefan) 1. den Hellige (ca. 975-1038, konge af Ungarn fra 1000) af Sylvester 2. (ca. 940-1003, pave fra 999) og er symbol på nationens enhed. Den bevarede krone består af komponenter fra 1000-tallet og senere tider, det øverste, bøjede kors er en senere tilføjelse, der enten var tiltænkt en anden placering el. er blevet beskadiget.	1842	1842	14	En Digters Bazar	555	1	v14:555 (1842)	medium	located	
Krönungs Berg	Krönungs Berg	efter tyrkernes besættelse af Buda flyttede Ungarns hovedstad 1536 til Bratislava, der også blev kroningsby.	1842	1842	14	En Digters Bazar	561	1	v14:561 (1842)	medium	located+place-type	
Kuhstall	Kuhstall	(tysk) kostald. Klippehulen er 11 m høj, 17 m bred og 24 m dyb.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	158	1	v14:158 (1831)	high	in-register	geo-2942244
Kullen	Kullen	Kullaberg på halvøen Kullen i Skåne, hvis højeste punkt (Håkull) er 188 m.	1842	1842	14	En Digters Bazar	573	1	v14:573 (1842)	high	in-register+place-type	geo-2698848
Kuruçesme	Kurutscheme	Kuruçesme, landsby lidt nordøst for Istanbul, nu del af byen.	1842	1842	14	En Digters Bazar	491	1	v14:491 (1842)	medium	located+place-type	
Königerode	Königerode	se kort.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	126	1	v14:126 (1831)	high	se-kort	
Königstein	Königstein	bjerg på 312 m. ¶ en middelalderfæstning i Sachsiske Schweiz, sydøst for Dresden.	1831	1831 1842	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	155	2	v14:155 (1831); v14:576 (1842)	high	in-register+head-noun+place-type	geo-2885764
Köthen	Cöthen	Köthen; se kort.	1842	1842	14	En Digters Bazar	234	1	v14:234 (1842)	high	se-kort	
Küstendje	Küstendje	byen Constan‚ta ved Sortehavets kyst, i det nuværende Rumænien; se kort.	1842	1842	14	En Digters Bazar	498	1	v14:498 (1842)	high	se-kort+head-noun+place-type	
La Storta	La Storta	lille by ca. 8 km nordøst for Rom.	1842	1842	14	En Digters Bazar	293	1	v14:293 (1842)	high	in-register+head-noun+located+place-type	geo-3175075
La Valettas Bugt	La Valettas Bugt	Grand Harbour ved Maltas hovedstad Valletta; se kort.	1842	1842	14	En Digters Bazar	361	1	v14:361 (1842)	high	se-kort+place-type	
laae Alt i Gruus	laae Alt i Gruus	slottet i Braunschweig (»Grauer Hof«) brændte under en mindre opstand i 1830 og blev herefter nedrevet. Et nyt residensslot, der stod færdigt i 1837, blev opført samme sted.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	93	1	v14:93 (1831)	high	head-noun+located+place-type	
Lacedæmon	Lacedæmon	Sparta (se kort), hvis mytiske grundlægger var kong Lakedaimon, søn af Zeus og bjergnymfen Taygete.	1842	1842	14	En Digters Bazar	375	1	v14:375 (1842)	high	se-kort	
Lago di Perugia	Lago di Perugia	nu Lago Trasimeno; sø ca. 18 km vest for Perugia; se kort.	1842	1842	14	En Digters Bazar	286	1	v14:286 (1842)	high	se-kort+located+place-type	
Lauenburg	Lauenborg	Lauenburg; se kort.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	183	1	v14:183 (1831)	high	se-kort	geo-2880181
Leimbach	Leimbach	se kort.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	128	1	v14:128 (1831)	high	in-register+se-kort	geo-2879255
Leipzig	Leipzig	se kort. ¶ H.C. Andersen opholdt sig her 10.11. november 1840; se kort.	1842	1842	14	En Digters Bazar	214	3	v14:214 (1842); v14:235 (1842); v14:576 (1842)	high	in-register+se-kort	geo-2879139
Lilienstein	Lilienstein	bjerg på 415 m.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	155	1	v14:155 (1831)	high	in-register+head-noun+place-type	geo-982821
Livorno	Livorno	kystby syd for Pisa; se kort.	1835	1835	14	Søndagsblad. Et æsthetisk Ugeskrift	202	1	v14:202 (1835)	high	in-register+se-kort+head-noun+located+place-type	geo-3174659
Livs og Lyksaligheds Ø	Livs og Lyksaligheds Ø	Ven i Øresund; Brahe havde øen i forlening 1576-1597 og fik her bygget renæssanceslottet Uraniborg med laboratorium og observatorier. 1658 overgik øen til Sverige.	1842	1842	14	En Digters Bazar	574	1	v14:574 (1842)	high	head-noun+place-type	
Lohmen	Lohmen	se kort.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	150	1	v14:150 (1831)	high	in-register+se-kort	geo-6548696
Lom	Lom-Palanka	Lom; se kort.	1842	1842	14	En Digters Bazar	517	1	v14:517 (1842)	high	se-kort	geo-729581
Lombarder Slette	Lombarder Slette	Posletten omkring floden Po (se kort), der danner Lombardiets sydlige grænse.	1842	1842	14	En Digters Bazar	262	1	v14:262 (1842)	high	se-kort+place-type	
Lombardiet	Lombardiet	region i Norditalien beliggende mellem Lago Maggiore og Gardasøen i nord og Pofloden i syd.	1835	1835	14	Søndagsblad. Et æsthetisk Ugeskrift	200	1	v14:200 (1835)	high	head-noun+located+place-type	
Ludwigs-Kanal	Main og Donau-Canalen	Ludwigs-Kanal; kanal mellem Bamberg og Kelheim (se kort), der blev bygget 1836-1846 og forbandt floderne Main og Donau.	1842	1842	14	En Digters Bazar	246	1	v14:246 (1842)	high	se-kort+head-noun+located+place-type	
Ludwigslust	Ludwigslüst	Ludwigslust; se kort.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	183	1	v14:183 (1831)	high	se-kort	geo-2875343
Lübeck	Lübeck	by i det østlige Holsten, nord for Hamburg. ¶ se kort.	1831	1831 1842	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	67	2	v14:67 (1831); v14:230 (1842)	high	in-register+head-noun+place-type+se-kort	geo-2875601
Lüneburger Heide	lyneborgske Hede	Lüneburger Heide, delvist skovklædt hedelandskab i Niedersachsen syd for Hamborg.	1842	1842	14	En Digters Bazar	221	1	v14:221 (1842)	medium	located+place-type	geo-2875111
Magdeburg	Magdeburg	se kort.	1842	1842	14	En Digters Bazar	576	1	v14:576 (1842)	high	in-register+se-kort	geo-2874545
Main	røde og hvide … Rhin	Main, som er biflod til Rhinen, begynder, hvor Weißer Main (med udspring i Ochsenkopf) løber sammen med Roter Main (med udspring i Fränkischen Alb, syd for Bayreuth).	1842	1842	14	En Digters Bazar	238	1	v14:238 (1842)	medium	located+place-type	
Maleas	Cap Malio	Maleas; se kort.	1842	1842	14	En Digters Bazar	376	1	v14:376 (1842)	high	se-kort	
Malta	Malta	se kort. ¶ H.C. Andersen opholdt sig her 17.-18. marts 1841.	1842	1842	14	En Digters Bazar	351	2	v14:351 (1842); v14:361 (1842)	high	in-register+se-kort	geo-2562772
Maltheserridderne paa Rhodos	Maltheserridderne paa Rhodos	1309-1523 havde johanniterne hovedsæde på Rhodos. Her opførte de med held et fort og en flåde til beskyttelse af skibe mod tyrkiske angreb; flåden måtte dog til sidst overgive sig.	1842	1842	14	En Digters Bazar	364	1	v14:364 (1842)	medium	located	
Mansfeld	Mansfeld	se kort.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	128	1	v14:128 (1831)	high	in-register+se-kort	geo-2873852
Mantova	Mantua	Mantova; se kort.	1842	1842	14	En Digters Bazar	262	1	v14:262 (1842)	high	se-kort	geo-3174051
mare di marmora	mare di marmora	(italiensk) marmorhavet; Marmarahavet.	1842	1842	14	En Digters Bazar	453	1	v14:453 (1842)	high	head-noun+place-type	
Marienlyst	Marienlyst	slot nord for Helsingør, nu bymuseum.	1826	1826	14	Nyeste Skilderie af Kjøbenhavn	49	1	v14:49 (1826)	high	head-noun+located+place-type	
Marmorøen	Marmorøen	se kort; der har været marmorbrud på øen siden antikken, hvilket har givet havet dets navn (af græsk, marmaros).	1842	1842	14	En Digters Bazar	452	1	v14:452 (1842)	high	se-kort+place-type	
Maruzzé	Maruzzé	(Marusi) i dag del af Athen; se kort.	1842	1842	14	En Digters Bazar	404	1	v14:404 (1842)	high	se-kort	
Maurerpigen	Maurerpigen	stykket havde premiere på Det Kgl. Teater 18. december 1840, samme dag som H.C. Andersens overnatning i Civita Castellana, men spillede kun tre gange. Det udkom i bogform 19. december.	1842	1842	14	En Digters Bazar	293	1	v14:293 (1842)	medium	located	
Mecca	Mecca	by i Saudi-Arabien, Muhammeds fødeby og islams helligste sted.	1842	1842	14	En Digters Bazar	450	1	v14:450 (1842)	high	head-noun+located+place-type	
Mecklenburg	Mechlenburg(s)	Mecklenburg; se kort.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	183	1	v14:183 (1831)	high	se-kort	
med sin Ruin	med sin Ruin	den nævnte ruin er efter en borg, der blev opført i 1200-tallet. Fra begyndelsen af 1500-tallet blev borgen ikke længere benyttet og forfaldt derfor.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	167	1	v14:167 (1831)	high	head-noun+place-type	
Mediatstadt	Mediatstadt	(tysk) mediatby; by, der ikke var direkte underlagt kejseren, men en mediat, dvs. en fyrste, der igen var underlagt en højerestående fyrste.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	128	1	v14:128 (1831)	high	head-noun+place-type	
Medina	Medina	arabisk by hvortil Muhammed og hans menighed udvandrede 622 og dermed skabte den første islamiske stat.	1842	1842	14	En Digters Bazar	469	1	v14:469 (1842)	medium	located+place-type	
Mehadia	Mehadia	se kort. H.C. Andersen opgav dog turen pga. maveonde og nåede aldrig dertil, jf. Dagbøger II, s. 225.	1842	1842	14	En Digters Bazar	533	1	v14:533 (1842)	high	se-kort	
Meissen	Meissen	se kort.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	140	1	v14:140 (1831)	high	se-kort	
Merseburg	Merseburg	se kort.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	131	1	v14:131 (1831)	high	in-register+se-kort	geo-2871736
Milan	Milan	(1819-1839), serbisk fyrste i 25 dage i 1839.	1842	1842	14	En Digters Bazar	524	1	v14:524 (1842)	high	in-register	geo-3173435
Milos	Melos	Milos; se kort.	1842	1842	14	En Digters Bazar	377	1	v14:377 (1842)	high	se-kort	
Minaret	Minaret(er)	tårn ved en moske, hvorfra der kaldes til bøn.	1842	1842	14	En Digters Bazar	441	1	v14:441 (1842)	high	head-noun+place-type	
Mitilini	Mytilene	Mitilini, hovedstad på Lesbos; se kort.	1842	1842	14	En Digters Bazar	444	1	v14:444 (1842)	high	se-kort	
Modena	Modena	se kort.	1842	1842	14	En Digters Bazar	265	1	v14:265 (1842)	high	in-register+se-kort	geo-3173331
Mohács	Mohács	se kort.	1842	1842	14	En Digters Bazar	548	1	v14:548 (1842)	high	in-register+se-kort	geo-3047967
Moldava Veche	Moldava	Moldava Veche, syd for Moldava Noua; se kort.	1842	1842	14	En Digters Bazar	542	1	v14:542 (1842)	high	se-kort	
monte mario	monte mario	bjerg nordvest for Rom.	1842	1842	14	En Digters Bazar	295	1	v14:295 (1842)	high	in-register+head-noun+located+place-type	place-000069
Monte Paderno	Paderno	Monte Paderno, bjerg lige syd for Bologna.	1842	1842	14	En Digters Bazar	265	1	v14:265 (1842)	high	in-register+located+place-type	
monte Somma	monte Somma	egentlig bjerg og del af vulkankomplekset ved Vesuv; vejen fra Spoleto til Terni fører derimod over det stejle bjerg Valico di Somma.	1842	1842	14	En Digters Bazar	290	1	v14:290 (1842)	medium	located+place-type	
Morias	Moreas	Morias, ældre navn for Peloponnes (Peloponnisos); se kort.	1842	1842	14	En Digters Bazar	375	1	v14:375 (1842)	high	se-kort	
Munke-Mose	Munke-Mose	hørte til Skt. Knuds Kloster og lå syd for åen.	1829	1829	14	Brudstykke af en Udflugt i Sommeren 1829	54	1	v14:54 (1829)	high	in-register+place-type	place-000006
Mycone	Mycone(s)	Mykonos (Mikonos); se kort.	1842	1842	14	En Digters Bazar	377	1	v14:377 (1842)	high	se-kort	
Mägdesprung	Mägdesprung	(tysk) pigespring.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	123	1	v14:123 (1831)	high	in-register	geo-2874537
Mühlsdorf	Mühlsdorf	se kort.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	152	1	v14:152 (1831)	high	in-register+se-kort	geo-2867920
Münchberg	Münchberg	se kort.	1842	1842	14	En Digters Bazar	238	1	v14:238 (1842)	high	in-register+se-kort	geo-2867726
Nafpaktos-bugten	Lepanto-Bugten	Nafpaktos-bugten, nord for Pátra (se kort).	1842	1842	14	En Digters Bazar	423	1	v14:423 (1842)	high	se-kort+located+place-type	
