place	lemma_andersen	explanation	year	years	volumes	work	page	occurrences	references	confidence	evidence	geo_id
Palmyra	Palmyra	antik oaseby i Syrien 100 km øst byen Homs.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	200	1	v17:200 (1855)	medium	located+place-type	
Pantheon	Pantheon	antikt rundtempel på Marskmarken i Rom, senere indrettet til kirke.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	135	1	v17:135 (1855)	high	in-register+place-type	geo-6619450
Pastor Bastholms Bibliothek	Pastor Bastholms Bibliothek	sognepræsten ved St. Peders kirke, Hans Bastholm, var en stor bogsamler; han solgte sit bibliotek med over 5.000 bind til Sorø Akademi i 1847.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	61	1	v17:61 (1855)	medium	located+place-type	
Peterskirken	Peterskirken	den romersk-katolske kirkes hovedsæde i Vatikanstaten i Rom, indviet til apostelen Peter.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	134	1	v17:134 (1855)	medium	located	
Petit Trianon	lille Trianon(s Have)	Petit Trianon, lystslot i Versailles’ slotspark, opført 1762-1768; blev et yndet opholdssted for dronning Marie-Antoinette, som fra 1774 etablerede en engelsk-inspireret landskabshave med tilhørende malerisk miniatureby.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	113	1	v17:113 (1855)	medium	located+place-type	
Pompeji	Pompeji	antik havneby ved Napolibugten, som blev begravet af aske og pimpsten under Vesuvs udbrud i 79 e.Kr.; de første spredte udgravninger af byen påbegyndtes i 1748, men en systematisk udgravning tog først fart i 1861. ¶ oldtidsby ved Napolibugten, som blev begravet af aske og pimpsten under Vesuvs udbrud i 79 e.Kr.; de første spredte udgravninger af byen påbegyndtes i 1748, men en systematisk udgravning tog først fart i 1861.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	66	2	v17:66 (1855); v17:153 (1855)	high	located+place-type+head-noun	
Portici	Portici	italiensk by ved foden af Vesuv, sydøst for Napoli.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	152	1	v17:152 (1855)	high	in-register+place-type	geo-3170116
Pæstum	Pæstum	oldtidsby ca. 60 km syd for Napoli, grundlagt omkring 600 f.Kr. af græske kolonister.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	153	1	v17:153 (1855)	high	head-noun+located+place-type	
Rantzau-Breitenburg … Fædreneborg	Rantzau-Breitenburg … Fædreneborg	gehejmestatsminister A.C.P. Rantzaus borg syd for Itzehoe i Slesvig-Holsten, hvor H.C. Andersens var på besøg i både 1840, 1843 og 1844.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	207	1	v17:207 (1855)	medium	located+place-type	
Regnbue ved Maaneskin	Regnbue ved Maaneskin	vel hentydning til digtet »Veirmöllen paa Bakken«, 1830, optaget i Phantasier og Skizzer, 1831, hvori det hedder »Dog, Maanens Lys er ikke slukt, Thi see, en Regnbue hvælver smukt«; hvilken anmeldelse eller kommentar, H.C. Andersen hentyder til, har ikke kunnet identificeres.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	225	1	v17:225 (1855)	medium	located+place-type	
Roms Campagne	Roms Campagne	den store slette, der omgiver Rom.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	134	1	v17:134 (1855)	high	head-noun+place-type	
Rustjuk	Rustschuk	Rustjuk, nu Ruse; by ved Donau i det nordøstlige Bulgarien, den ene af landets to grænseovergange over Donau.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	220	1	v17:220 (1855)	high	head-noun+located+place-type	
Santa Croce	Santa Croce	klosterkirke i Firenze.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	132	1	v17:132 (1855)	high	head-noun+located+place-type	
Schönbrunn	Schönbrunn	kejserligt lystslot sydvest for Wien, hvor Napoleon havde sit hovedkvarter i 1805 og 1809.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	164	1	v17:164 (1855)	medium	located+place-type	
Scutari	Scutari(s)	det nuværende Üsküdar, oldtidens Chrysopolis, bydel i Istanbul på den asiatiske side af Bosporus.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	219	1	v17:219 (1855)	medium	located+place-type	
Sestri Levante	Sestri di Levante	Sestri Levante, by 40 km sydøst for Genua.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	129	1	v17:129 (1855)	medium	located+place-type	
Siena	Siena	italiensk by 50 km syd for Firenze, hvortil H.C. Andersen ankom 4. april 1834.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	154	1	v17:154 (1855)	medium	located+place-type	
Sophie Charlotte Hermansen	En kjøbenhavnsk Madame	Sophie Charlotte Hermansen, som siden 1816 havde boet i Odense, rejste september 1819 til København, øjensynlig i forbindelse med, at hendes søn havde bestået studentereksamen.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	39	1	v17:39 (1855)	medium	located	
St. Anna Kapel	St. Anna Kapel	her tænkes formentlig på Garnisons Kirke, der på Sankt Annæ Plads, tæt ved Bredgade.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	57	1	v17:57 (1855)	medium	located+place-type	
St. Knuds Kirke	St. Knuds Kirke(taarn)	den nuværende domkirke på Klosterbakken i Odense.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	64	1	v17:64 (1855)	high	head-noun+located+place-type	
St. Lucia	St. Lucia	gade i Napoli, hvor H.C. Andersen logerede (nr. 28).	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	330	1	v17:330 (1855)	high	head-noun+located+place-type	
Stiftsprovsten … Capellanen	Stiftsprovsten … Capellanen	Stephan Tetens var fra 1811 sognepræst ved St. Knuds Kirke i Odense samt stiftsprovst for Fyn; sognekapellan ved kirken var fra 1816 Andreas Frederik Wiberg.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	32	1	v17:32 (1855)	medium	located+place-type	
Stormfloden 1825	Stormfloden 1825	stormfloden i februar 1825, som især ramte Halligerne og Föhr hårdt.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	291	1	v17:291 (1855)	high	head-noun+place-type	
Stromboli	Stromboli	aktiv vulkanø i den italienske øgruppe De Lipariske Øer nord for Sicilien.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	215	1	v17:215 (1855)	high	in-register+located+place-type	geo-10376243
Søen	Søen	havet.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	129	1	v17:129 (1855)	high	head-noun+place-type	
Søvngjængersken	Søvngjængersken	Vicenzo Bellinis La sonnambula, 1831 (dansk Søvngængersken, 1864), hvori Jenny Lind i 1842-1843 havde udført Amines parti; hun fik dog ikke lejlighed til at synge den rolle i København.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	274	1	v17:274 (1855)	medium	located	
Terni for at see Vandfaldet	Terni for at see Vandfaldet	byen Terni ligger 75 km nord for Rom, anlagt i oldtiden ved floden Nera 6 km neden for det 360 m høje vandfald Cascata delle Marmore.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	132	1	v17:132 (1855)	high	head-noun+place-type	
Terracina	Terrazina	Terracina; kystby 90 km sydøst for Rom.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	151	1	v17:151 (1855)	high	head-noun+located+place-type	geo-3165762
Thalatta, Thalatta	Thalatta, Thalatta	(græsk) havet, havet; citat fra den oldgræske forfatter Xenofon fra Athens krigsreportage Anabasis (marchen ind i landet), IV,7,24 (dansk 1929).	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	87	1	v17:87 (1855)	high	head-noun+place-type	
Theben	Theben (stod i Flammer)	daværende grænseby.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	223	1	v17:223 (1855)	high	head-noun+place-type	
Tivoli	Tivoli	lille by 26 km øst for Rom med berømt vandfald og mange springvand.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	140	1	v17:140 (1855)	high	in-register+head-noun+located+place-type	geo-3165624
Trekroner	Trekroner	søfort ved indsejlingen til København.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	236	1	v17:236 (1855)	medium	located+place-type	
Trianon	Trianon	her: Grand Trianon, lystslot i Versailles’ slotspark, opført 1687, hvor Napoleon 1. havde soveværelse.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	113	1	v17:113 (1855)	medium	located+place-type	
v. Benzon	v. Benzon	Christian Albrecht von Benzon blev født i København, men havde gået i skole i Odense, hvor H.C. Andersen formodentlig havde gjort familien Benzons bekendtskab gennem familien Hanck. C.A. von Benzons portræt af H.C. Andersen er malet i marts 1836 og befinder sig nu på Det Nationalhistoriske Museum på Frederiksborg Slot.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	250	1	v17:250 (1855)	medium	located+place-type	
Vandfaldet ved Golling	Vandfaldet ved Golling	75 m højt vandfald ved Golling an der Salzach, 10 km syd for Hallein.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	162	1	v17:162 (1855)	medium	located+place-type	
Ved Languedoc-Canalen … Trækfartøi	Ved Languedoc-Canalen … Trækfartøi	skildringen af sejladsen på kanalen stammer fra Dagbogen 15. juli 1846, dvs. fra hjemturen, mens den store mængde vandmænd blev observeret 4. juli på udturen.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	339	1	v17:339 (1855)	medium	located+place-type	
ved Roeskilde er endnu hans Grav	ved Roeskilde er endnu hans Grav	C.E.F. Weyse blev efter eget ønske begravet på Gråbrødre kirkegård i Roskilde (13. oktober 1842) på et gravsted, han erhvervede sig under et af sine sidste besøg i byen.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	247	1	v17:247 (1855)	medium	located	
Vesuv	Vesuv(s)	vulkan ved Napoli, hvis udbrud 79 e.Kr. ødelagde de to romerske byer Pompeji og Herculanum.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	292	1	v17:292 (1855)	high	head-noun+located+place-type	
Vidin	Widdin	Vidin; by ved Donau i det nordvestlige Bulgarien, den anden af landets to grænseovergange over Donau.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	221	1	v17:221 (1855)	high	head-noun+located+place-type	geo-725905
Vänersborg	Canalen mellem Trollhätten og Venersborg	Vänersborg, 10 km nord for Trollhättan.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	183	1	v17:183 (1855)	high	head-noun+place-type	
Walhalla	Walhalla	jf. Dagbogen 28. februar 1843: »interessantest var et Tog af Børn til Hest, hvor deres egne Been bar dem og Paphestene svævede omkring dem de reed et indstuderet Ridt efter Musikken, dernæst et Narhalle / Parodie paa det ved Regensburg«. Walhalla, marmortempel opført 1830-1842 ved Donaufloden øst for Regensburg af Leo von Klenze på foranledning af Ludwig 1. af Bayern. Det er opkaldt efter gudernes bolig i nordisk mytologi og rummer buster af betydningsfulde personer i den tyske historie.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	250	1	v17:250 (1855)	high	in-register	geo-2814751
Wilhelms-Höhe	Wilhelms-Höhe	slot uden for Kassel.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	109	1	v17:109 (1855)	high	head-noun+located+place-type	
Årøsund	Arøsund	Årøsund, 15 km øst for Haderslev ved Årø i Lillebælt.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	223	1	v17:223 (1855)	high	head-noun+located+place-type	
Ørsted … i mit Fædreland	Ørsted … i mit Fædreland	H.C. Ørsted var en af H.C. Andersens vigtigste støtter helt fra de første år i København; han gjorde som den første H.C. Andersen opmærksom på det nybrydende ved Eventyr, fortalte for Børn, jf. et brev til Henriette Wulff den 16. marts 1835, hvor H.C. Andersen fortæller, at han har »skrevet nogle Eventyr for Børn, om hvilke Ørsted siger, at naar Improvisatoren gjør mig berømt, gjør Eventyrene mig udødelig, de ere det meest fuldendte jeg har skrevet, men det synes jeg ikke« (H.C. Andersen og Henriette Wulff. En Brevveksling, bd. I, 1959, s. 211).	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	56	1	v17:56 (1855)	medium	located	
